"fecha_dato","ncodpers","ind_empleado","pais_residencia","sexo","age","fecha_alta","ind_nuevo","antiguedad","indrel","ult_fec_cli_1t","indrel_1mes","tiprel_1mes","indresi","indext","conyuemp","canal_entrada","indfall","tipodom","cod_prov","nomprov","ind_actividad_cliente","renta","segmento","ind_ahor_fin_ult1","ind_aval_fin_ult1","ind_cco_fin_ult1","ind_cder_fin_ult1","ind_cno_fin_ult1","ind_ctju_fin_ult1","ind_ctma_fin_ult1","ind_ctop_fin_ult1","ind_ctpp_fin_ult1","ind_deco_fin_ult1","ind_deme_fin_ult1","ind_dela_fin_ult1","ind_ecue_fin_ult1","ind_fond_fin_ult1","ind_hip_fin_ult1","ind_plan_fin_ult1","ind_pres_fin_ult1","ind_reca_fin_ult1","ind_tjcr_fin_ult1","ind_valo_fin_ult1","ind_viv_fin_ult1","ind_nomina_ult1","ind_nom_pens_ult1","ind_recibo_ult1"
2015-01-28,1025142,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,102460.88999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025143,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,78755.28,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025146,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1, 8,"BARCELONA", 0,119951.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025147,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,25,"LERIDA", 0,119517.42,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025148,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,68930.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1025149,N,ES,H, 27,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1,29,"MALAGA", 0,55541.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025150,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,30,"MURCIA", 0,71729.79000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025151,N,ES,V, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,112906.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025153,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 0,76536.95999999999,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025155,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1, 8,"BARCELONA", 1,279944.1,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025136,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,233973.63,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025156,N,ES,H, 30,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,33,"ASTURIAS", 0,81356.79000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025135,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,219105.33,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025132,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,120428.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025117,N,ES,V, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,60298.56,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025118,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,87781.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025119,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,30,"MURCIA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025120,N,ES,V, 27,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,14,"CORDOBA", 0,66704.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025121,N,ES,H, 28,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1,30,"MURCIA", 0,41508.0,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025122,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,151462.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025123,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,43,"TARRAGONA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025124,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1,30,"MURCIA", 0,75228.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025125,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,100696.88999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025126,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,29,"MALAGA", 1,77564.45999999999,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025127,N,ES,V, 26,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,109488.93,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025128,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025129,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,29,"MALAGA", 1,132046.91999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1025130,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1,30,"MURCIA", 0,59488.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025131,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,133945.68,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025133,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025116,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025157,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,73559.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1025159,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,25,"LERIDA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025182,N,ES,V, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,332633.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025183,N,ES,H, 29,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,49263.93000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025184,N,ES,V, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,245600.13,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025185,N,ES,H, 34,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,86351.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025187,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,199700.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025188,N,ES,H, 59,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,86351.31,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025189,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,43,"TARRAGONA", 0,78961.74,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025190,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025191,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,61313.46,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025192,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,72224.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025193,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,125383.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025194,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,80619.51,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025196,N,ES,H, 55,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,60792.69,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025197,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,17,"GIRONA", 0,113325.54,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025198,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,78052.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025181,N,ES,H, 44,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFA,N, 1,28,"MADRID", 1,72967.35,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025158,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,78935.13,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025180,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,96381.27,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025178,N,ES,H, 60,2012-09-19, 0,     34, 1,,1.0,A,S,N,,KAT,N, 1,30,"MURCIA", 1,93135.51,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1,1
2015-01-28,1025160,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,99828.18,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025161,N,ES,V, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,535520.73,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025162,N,ES,V, 40,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KAZ,N, 1,30,"MURCIA", 1,,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025164,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,204930.69,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025165,N,ES,V, 27,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 0,158422.91999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025166,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,77829.54000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025168,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,135760.91999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025169,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025170,N,ES,H, 24,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,105883.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025171,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,S,,KHE,N, 1, 8,"BARCELONA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025172,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,246760.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025173,N,ES,H, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,80159.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025174,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,126715.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025175,N,ES,V, 25,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KHE,N, 1, 8,"BARCELONA", 1,202792.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025177,N,ES,V, 56,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 0,138092.22,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025179,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,119470.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025115,N,ES,H, 26,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,29,"MALAGA", 0,46444.17,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025113,N,ES,V, 23,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1,30,"MURCIA", 0,69378.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025112,N,ES,H, 25,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,175910.40000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025032,N,ES,H, 31,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,46,"VALENCIA", 1,78860.22,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025033,N,ES,V, 33,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,28,"MADRID", 1,156924.21,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025035,N,ES,V, 50,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KAT,N, 1,28,"MADRID", 1,161723.84999999998,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 1, 1,1
2015-01-28,1025037,N,ES,V, 42,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,28,"MADRID", 1,265918.44,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025038,N,ES,H, 87,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KFC,N, 1,24,"LEON", 0,121087.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025040,N,ES,V, 41,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,28,"MADRID", 1,,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025042,N,ES,V, 47,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,28,"MADRID", 1,87695.43000000001,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025045,N,ES,H, 38,2012-07-18, 0,     36, 1,,1.0,I,S,N,,KAT,N, 1,28,"MADRID", 0,78736.79999999999,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025046,N,ES,V, 36,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1, 3,"ALICANTE", 1,40934.94,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1025048,N,ES,H, 51,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,35,"PALMAS, LAS", 1,59195.61,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025049,N,ES,H, 47,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,38,"SANTA CRUZ DE TENERIFE", 0,419582.82,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1025051,N,ES,V, 30,2012-07-18, 0,     36, 1,,1.0,A,S,N,,KFC,N, 1,41,"SEVILLA", 1,73788.66,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, 1, 1,0
