employee_index,country_residence,gender,age,contract_length,new_customer_index,seniority_months,primary_customer_status,customer_type_start_month,customer_relation_type,residence_index,foreigner_index,join_channel,deceased_index,province_name,gross_income,customer_segment,fixed_deposits,loan,credit_card_debit_card,account
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,105883.35,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,S,KHE,N,BARCELONA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,246760.02,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,80159.01,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,126715.44,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,924.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,202792.77,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,56.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,138092.22,02 - PARTICULARES,0,0,0,1
N,ES,H,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,119470.98,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,46444.17,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MURCIA,69378.78,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,175910.40000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,31.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,VALENCIA,78860.22,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,33.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,156924.21,02 - PARTICULARES,0,0,0,1
N,ES,V,50.0,924.0,0.0,     36,1.0,1.0,A,S,N,KAT,N,MADRID,161723.84999999998,01 - TOP,0,0,1,1
N,ES,V,42.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,265918.44,02 - PARTICULARES,0,0,0,1
N,ES,H,87.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,LEON,121087.65,02 - PARTICULARES,0,0,0,1
N,ES,V,41.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,96318.42,01 - TOP,0,0,0,1
N,ES,V,47.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,87695.43000000001,02 - PARTICULARES,1,0,0,1
N,ES,H,38.0,924.0,0.0,     36,1.0,1.0,I,S,N,KAT,N,MADRID,78736.79999999999,02 - PARTICULARES,0,0,0,1
N,ES,V,36.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,ALICANTE,40934.94,02 - PARTICULARES,0,0,1,1
N,ES,H,51.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,"PALMAS, LAS",59195.61,02 - PARTICULARES,0,0,0,1
N,ES,H,47.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,SANTA CRUZ DE TENERIFE,419582.82,02 - PARTICULARES,0,0,0,1
N,ES,V,30.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,SEVILLA,73788.66,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,30.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MALAGA,42762.66,02 - PARTICULARES,0,0,1,1
N,ES,H,33.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,CANTABRIA,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,V,63.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,ZARAGOZA,35857.5,02 - PARTICULARES,0,0,1,1
N,ES,V,37.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,281649.96,02 - PARTICULARES,0,0,1,1
N,ES,V,69.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,MADRID,65402.43000000001,02 - PARTICULARES,0,0,0,1
N,ES,V,44.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,ZARAGOZA,106901.4,02 - PARTICULARES,0,0,1,1
N,ES,V,40.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,H,41.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,SEVILLA,89377.98,02 - PARTICULARES,0,0,0,1
N,ES,V,41.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,SEVILLA,126996.36000000002,02 - PARTICULARES,0,0,1,1
N,ES,H,31.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,79553.22,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,35.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,"BALEARS, ILLES",99400.88999999998,02 - PARTICULARES,0,0,1,1
N,ES,V,36.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,PONTEVEDRA,122796.36000000002,02 - PARTICULARES,0,0,0,1
N,ES,V,29.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,MADRID,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,H,36.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,CADIZ,80689.20000000001,02 - PARTICULARES,0,0,0,1
N,ES,H,43.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,BARCELONA,75280.29000000001,01 - TOP,1,0,0,1
N,ES,V,45.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,137884.74,01 - TOP,0,0,0,1
N,ES,V,44.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,VALENCIA,44361.66,02 - PARTICULARES,0,0,1,1
N,ES,V,36.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,72461.22,02 - PARTICULARES,0,0,1,1
N,ES,V,60.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,"RIOJA, LA",96318.42,02 - PARTICULARES,0,0,0,1
N,ES,V,28.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,"CORUÑA, A",109055.63999999998,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,28.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,60397.47,03 - UNIVERSITARIO,0,0,1,1
N,ES,V,43.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,CASTELLON,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,V,36.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,MADRID,41357.64,02 - PARTICULARES,0,0,0,1
N,ES,V,46.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,NAVARRA,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,H,25.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,VALENCIA,86066.81999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,31.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,VALENCIA,120118.35,02 - PARTICULARES,0,0,1,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,SEVILLA,75584.13,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,68311.23,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,S,KHE,N,MALAGA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,SEVILLA,45906.48,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,91307.01,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,148493.34,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,136511.01,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,SEVILLA,88711.5,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,ALICANTE,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,924.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,MURCIA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,106399.71,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,108040.32,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,140766.57,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MURCIA,53762.10000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MURCIA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,924.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,538567.14,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,100152.03,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,34.0,924.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,LUGO,54378.93000000001,02 - PARTICULARES,0,0,0,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,A,S,N,KAT,N,MADRID,227020.47000000003,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,35.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,BARCELONA,97840.59,02 - PARTICULARES,0,0,0,1
N,ES,H,37.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,VALENCIA,75629.97,02 - PARTICULARES,0,0,0,1
N,ES,V,28.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,BARCELONA,150446.22,02 - PARTICULARES,0,0,1,1
N,ES,H,86.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,ZAMORA,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,H,39.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,ZARAGOZA,97750.56,02 - PARTICULARES,0,0,1,1
N,ES,V,30.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,205121.22000000003,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,53.0,924.0,0.0,     36,1.0,1.0,I,S,N,KFC,N,"BALEARS, ILLES",68847.87,02 - PARTICULARES,0,0,0,1
N,ES,H,37.0,924.0,0.0,     36,1.0,1.0,A,S,S,KFC,N,CADIZ,96318.42,02 - PARTICULARES,0,0,0,1
N,ES,H,41.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,MADRID,84220.31999999999,02 - PARTICULARES,0,0,0,1
N,ES,V,23.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,VALENCIA,55816.56,02 - PARTICULARES,0,0,1,1
N,ES,H,24.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,ALICANTE,38016.72,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,213847.98,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,135281.79,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,29.0,924.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,SEVILLA,352622.58,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,52.0,924.0,0.0,     36,1.0,1.0,A,S,N,KFC,N,BURGOS,113998.13999999998,02 - PARTICULARES,0,0,0,1
N,ES,V,23.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,MALAGA,101101.23,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,ALBACETE,88520.34,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,TARRAGONA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,VALENCIA,191143.05,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,SEVILLA,98349.69,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,31.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,NAVARRA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,311888.04,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,GIRONA,101985.21,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,SEVILLA,113931.21,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,LERIDA,53741.79,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,29.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,HUELVA,32470.83,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,LUGO,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,115018.08,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,54201.39,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,CADIZ,80590.79999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,57084.75,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,121715.31,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,121576.11000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,62.0,923.0,0.0,     36,1.0,1.0,A,S,N,KFA,N,MADRID,170241.0,02 - PARTICULARES,1,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BURGOS,57413.04,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,923.0,0.0,     36,99.0,1.0,A,S,N,KHE,N,BARCELONA,96318.42,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,200848.17,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,BARCELONA,113009.16,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,55.0,923.0,0.0,     36,1.0,1.0,A,S,N,KHE,N,BARCELONA,132859.16999999998,02 - PARTICULARES,0,0,0,1
N,ES,V,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,LERIDA,59936.31,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,923.0,0.0,     36,1.0,1.0,I,S,N,KHE,N,MALAGA,96318.42,03 - UNIVERSITARIO,0,0,0,1
