report_date,customer_id,employee_index,country_residence,gender,age,contract_start_date,new_customer_index,seniority_months,primary_customer_status,customer_type_start_month,customer_relation_type,residence_index,foreigner_index,join_channel,deceased_index,province_name,gross_income,customer_segment,fixed_deposits,loan,credit_card_debit_card,account
2015-01-28,1050625,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZAMORA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050626,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,BARCELONA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050610,N,ES,V, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,SALAMANCA,68318.45999999999,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050627,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,65608.35,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050609,N,ES,H, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KFA,N,CIUDAD REAL,73432.47,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050605,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050582,N,ES,V, 28,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,64620.56999999999,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050586,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,64194.99000000001,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050588,N,ES,H, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BURGOS,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050589,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,HUESCA,119173.88999999998,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050591,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,58728.39,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050592,N,ES,H, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHD,N,NAVARRA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050595,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,AVILA,86863.38,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050596,N,ES,H, 25,2012-08-10,0.0,     35,1.0,1.0,A,S,S,KHE,N,ZARAGOZA,68421.36,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050597,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050598,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,90408.75,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050599,N,ES,V, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZAMORA,74780.37,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050601,N,ES,V, 26,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,120146.49,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050602,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,SALAMANCA,91282.71,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050603,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,131351.94,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050604,N,ES,H, 53,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,SALAMANCA,113279.1,02 - PARTICULARES,0,0,0,1
2015-01-28,1050607,N,ES,V, 27,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,SEGOVIA,70777.59,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050580,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,LUGO,77320.92,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050628,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,LERIDA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050630,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,S,KHD,N,BARCELONA,64398.06,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050669,N,ES,V, 32,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MALAGA,171398.84999999998,02 - PARTICULARES,0,0,0,1
2015-01-28,1050670,N,ES,V, 37,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,SALAMANCA,64031.25,02 - PARTICULARES,0,0,1,1
2015-01-28,1050676,N,ES,V, 31,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,TOLEDO,90431.85,02 - PARTICULARES,0,0,0,1
2015-01-28,1050679,N,ES,V, 39,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,157191.69,02 - PARTICULARES,0,0,0,1
2015-01-28,1050680,N,ES,V, 53,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,BARCELONA,133092.33000000002,02 - PARTICULARES,0,0,0,0
2015-01-28,1050686,N,ES,V, 39,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,CACERES,37075.26,02 - PARTICULARES,0,0,1,1
2015-01-28,1050688,N,ES,V, 63,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,245052.27,02 - PARTICULARES,0,0,0,1
2015-01-28,1050693,N,ES,V, 37,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,BARCELONA,104035.08,02 - PARTICULARES,0,0,0,0
2015-01-28,1050694,N,ES,V, 31,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,57155.34,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050697,N,ES,H, 33,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,,02 - PARTICULARES,0,0,0,1
2015-01-28,1050703,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,HUESCA,53631.36,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050704,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BARCELONA,72880.79999999999,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050706,N,ES,H, 33,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,SALAMANCA,84061.95000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050707,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,106686.96,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050710,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,132398.40000000002,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050663,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,SORIA,148080.45,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050629,N,ES,V, 55,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,101919.09,02 - PARTICULARES,0,0,0,1
2015-01-28,1050662,N,ES,V, 37,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,122456.91,02 - PARTICULARES,0,0,0,1
2015-01-28,1050660,N,ES,H, 32,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,SEVILLA,94683.27,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050632,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BARCELONA,289211.4,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050633,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,34406.58,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050634,N,ES,H, 55,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,101919.09,02 - PARTICULARES,0,0,0,1
2015-01-28,1050635,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,SALAMANCA,77346.51,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050636,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CANTABRIA,136930.23,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050639,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZARAGOZA,148677.18,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050641,N,ES,V, 42,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,45345.18,02 - PARTICULARES,0,0,0,1
2015-01-28,1050642,N,ES,V, 58,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KFC,N,MALAGA,,02 - PARTICULARES,0,0,0,1
2015-01-28,1050647,N,ES,H, 38,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KAT,N,ALICANTE,28359.36,02 - PARTICULARES,0,0,0,1
2015-01-28,1050648,N,ES,V, 50,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,137894.63999999998,02 - PARTICULARES,0,0,0,1
2015-01-28,1050651,N,ES,H, 30,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,"BALEARS, ILLES",139502.28,02 - PARTICULARES,0,0,1,1
2015-01-28,1050652,N,ES,H, 31,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALLADOLID,149099.88,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050655,N,ES,H, 45,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,PONTEVEDRA,95302.5,02 - PARTICULARES,0,0,0,1
2015-01-28,1050658,N,ES,H, 44,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KAT,N,MADRID,110245.53,02 - PARTICULARES,0,0,0,1
2015-01-28,1050659,N,ES,V, 39,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,"BALEARS, ILLES",,02 - PARTICULARES,0,0,1,1
2015-01-28,1050661,N,ES,V, 37,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALENCIA,60072.81,02 - PARTICULARES,0,0,0,1
2015-01-28,1050711,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZAMORA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050579,N,ES,H, 27,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHD,N,TERUEL,34802.01,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050577,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,HUESCA,79998.72,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050507,N,ES,V, 27,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,55331.31,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050508,N,ES,H, 27,2012-08-10,0.0,     35,1.0,1.0,A,S,S,KHE,N,BARCELONA,173223.78,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050509,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,47332.86,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050511,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",111933.0,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050512,N,ES,H, 31,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,107634.66,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050513,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,55561.62,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050514,N,ES,H, 28,2012-08-10,0.0,     35,1.0,1.0,I,S,S,KHE,N,BARCELONA,215373.3,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050515,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CACERES,64258.14,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050516,N,ES,H, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050517,N,ES,V, 27,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,HUESCA,59930.22,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050520,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,162609.54,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050521,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,OURENSE,74708.49,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050522,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,68155.5,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050523,N,ES,H, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,77383.98,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050524,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,LUGO,56347.68000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050505,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,112330.35,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050525,N,ES,H, 26,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,MADRID,95392.71,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050504,N,ES,V, 36,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,JAEN,73020.18000000001,02 - PARTICULARES,0,0,0,1
2015-01-28,1050502,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050487,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",101293.11000000002,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050488,N,ES,V, 26,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,HUESCA,113580.78,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050489,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,BARCELONA,158207.40000000002,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050490,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050491,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,60067.86,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050492,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,77713.95000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050493,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,SALAMANCA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050494,N,ES,V, 38,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,42423.03,02 - PARTICULARES,0,0,0,1
2015-01-28,1050495,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,LUGO,154107.09,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050496,N,ES,V, 28,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZARAGOZA,93241.92,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050497,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,S,KHE,N,TOLEDO,46257.72,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050498,N,ES,V, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CUENCA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050499,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BARCELONA,130311.75,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050500,N,ES,V, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,58682.34,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050501,N,ES,V, 63,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,58682.34,02 - PARTICULARES,0,0,0,1
2015-01-28,1050503,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,PONTEVEDRA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050578,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CACERES,103775.1,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050526,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,59551.65,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050529,N,ES,H, 24,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,36372.0,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050553,N,ES,H, 24,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",,03 - UNIVERSITARIO,0,0,1,0
2015-01-28,1050556,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZAMORA,134770.2,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050557,N,ES,H, 27,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,MADRID,124518.48,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050560,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,59537.49000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050561,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,120146.49,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050562,N,ES,V, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,63342.36,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050565,N,ES,H, 33,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,54141.03,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050567,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TERUEL,74689.35,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050568,N,ES,H, 38,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,147215.97,02 - PARTICULARES,0,0,0,1
2015-01-28,1050569,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CIUDAD REAL,99272.52,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050570,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,46145.94,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050571,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,BIZKAIA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050573,N,ES,V, 45,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,147215.97,02 - PARTICULARES,0,0,0,1
2015-01-28,1050574,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,64347.36,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050575,N,ES,V, 24,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,151852.47,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050552,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,82756.11,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050527,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,67018.92,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050551,N,ES,H, 26,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,MADRID,111926.91,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050549,N,ES,V, 29,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,TOLEDO,56603.76,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050530,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,GIRONA,58801.02,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050531,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,LUGO,,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050532,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,134144.28,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050533,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,CASTELLON,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050534,N,ES,V, 31,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,MADRID,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050535,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050536,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,37778.01,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050537,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZARAGOZA,214309.14,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050540,N,ES,H, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050541,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,LUGO,112228.41,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050542,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,"RIOJA, LA",66540.48,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050543,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZAMORA,73414.65,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050544,N,ES,H, 25,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,LUGO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050547,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,189110.64,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050548,N,ES,V, 27,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,CIUDAD REAL,84365.58,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050550,N,ES,H, 23,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,TOLEDO,42247.26,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050713,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BARCELONA,180338.19,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050715,N,ES,V, 22,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHD,N,ALBACETE,103915.47,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1050717,N,ES,V, 23,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,BARCELONA,133865.43,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050873,N,ES,H, 31,2012-08-10,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1050874,N,ES,H, 27,2012-08-10,0.0,     35,1.0,1.0,A,S,N,KHE,N,AVILA,65012.64,03 - UNIVERSITARIO,0,0,0,1
