User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
1686,5,2012,4,15,08:18,1.30,Swipe Transaction,-66622663885979689,Brooklyn,NY,11215.0,5411,,No
1764,1,2011,6,18,14:57,13.65,Swipe Transaction,6135208568923449408,Vincentown,NJ,8088.0,9402,,No
1010,0,2013,6,23,14:40,43.62,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
490,5,2010,6,12,18:19,-271.00,Swipe Transaction,-6380232772327219248,Tucson,AZ,85711.0,3393,,No
283,0,2016,4,29,11:54,30.35,Chip Transaction,6538634354411332926,Lee,MA,1238.0,5411,,No
311,4,2015,10,22,13:53,10.83,Chip Transaction,6135208568923449408,Camano Island,WA,98282.0,9402,,No
1428,1,2011,8,21,12:47,116.70,Swipe Transaction,97032797689821735,Peyton,CO,80831.0,5411,,No
1671,0,2016,2,10,15:57,120.00,Chip Transaction,-4282466774399734331,Orlando,FL,32807.0,4829,,No
58,0,2016,11,12,16:04,105.44,Chip Transaction,-5475680618560174533,Houston,TX,77064.0,5942,,No
1527,0,2015,5,15,12:43,15.56,Swipe Transaction,-1689657621378966111,Easton,PA,18042.0,5300,,No
230,1,2018,2,24,07:06,58.00,Swipe Transaction,-5162038175624867091,Rockford,IL,61107.0,5541,,No
240,1,2012,12,21,06:34,3.91,Swipe Transaction,8878665205966093747,Minturn,SC,29573.0,5411,,No
935,0,2009,10,25,08:47,48.91,Swipe Transaction,1139640404793641563,Phoenix,AZ,85023.0,5541,,No
753,0,2011,12,18,14:46,28.42,Swipe Transaction,-737652940824277531,David City,NE,68632.0,5411,,No
529,1,2008,12,14,12:26,100.00,Swipe Transaction,1917517617315869134,Austin,TX,78757.0,5499,,No
1362,1,2008,1,19,06:19,340.48,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
55,2,2010,4,13,08:38,19.72,Swipe Transaction,-2801301608387765462,Rego Park,NY,11374.0,5411,,No
1374,0,2019,7,22,08:29,34.40,Chip Transaction,6476739518500892799,Phoenix,AZ,85083.0,4121,,No
889,2,2018,1,8,09:11,-60.00,Swipe Transaction,2027553650310142703,Grand Prairie,TX,75050.0,5541,,No
588,0,2007,6,25,07:51,3.04,Swipe Transaction,-3668152203681813679,San Antonio,TX,78230.0,5411,,No
474,0,2008,5,16,11:23,12.63,Swipe Transaction,-5799873149174056626,Houston,TX,77058.0,5812,,No
861,0,2015,1,8,08:42,4.59,Chip Transaction,-127560794547213067,Rockford,IL,61109.0,5411,,No
1888,0,2009,9,20,10:23,74.51,Swipe Transaction,-1288082279022882052,Berkeley Heights,NJ,7922.0,5499,,No
1884,2,2011,3,9,13:13,29.24,Swipe Transaction,-245178307025547046,Hendersonville,TN,37075.0,5311,,No
512,0,2008,3,8,13:53,1.81,Swipe Transaction,6666504894937430109,Washington,NC,27889.0,5499,,No
194,0,2017,3,22,20:15,322.03,Chip Transaction,-4191425613099110081,Nashville,TN,37221.0,7538,,No
1985,1,2014,6,28,15:32,13.78,Swipe Transaction,1913477460590765860,Southaven,MS,38672.0,5300,,No
161,0,2014,2,15,11:13,52.25,Swipe Transaction,3189517333335617109,Minneapolis,MN,55419.0,5311,,No
399,0,2016,11,23,01:22,169.96,Swipe Transaction,8579556200122906244,Virginia Beach,VA,23451.0,4900,,No
332,0,2018,7,19,09:31,96.02,Chip Transaction,4081535247279879452,San Diego,CA,92167.0,5541,,No
1136,2,2001,9,10,06:53,1.98,Swipe Transaction,4722913068560264812,Columbus,OH,43202.0,5411,,No
1671,0,2017,2,18,15:49,80.00,Chip Transaction,-4282466774399734331,Orlando,FL,32807.0,4829,,No
1038,1,2008,3,17,19:49,72.52,Swipe Transaction,1913477460590765860,Morris,AL,35116.0,5300,,No
486,2,2008,11,17,11:14,29.16,Swipe Transaction,-4693979874497918566,Watsonville,CA,95076.0,7538,,No
1656,0,2020,2,4,06:12,1.99,Chip Transaction,4722913068560264812,Auburn,AL,36832.0,5411,,No
1766,1,2019,10,8,13:06,89.19,Chip Transaction,6121387053698393510,Union City,NJ,7087.0,5411,,No
247,1,2015,7,31,06:08,2.05,Chip Transaction,4751695835751691036,Lynn,MA,1902.0,5814,,No
1852,3,2012,3,8,20:28,-61.00,Swipe Transaction,2027553650310142703,Mcalester,OK,74501.0,5541,,No
845,0,2010,11,6,09:10,37.51,Swipe Transaction,-8920735451912676716,Fort Lauderdale,FL,33326.0,4121,,No
529,1,2007,3,29,21:49,74.54,Swipe Transaction,6985961760004338509,Hinsdale,IL,60521.0,5812,,No
1405,1,2007,2,21,20:32,30.98,Swipe Transaction,-7052069146128772826,Plattsburgh,NY,12901.0,5814,,No
806,2,2017,10,16,05:06,100.00,Chip Transaction,-4282466774399734331,Jacksonville,FL,32221.0,4829,,No
1641,0,2011,10,20,13:51,16.97,Swipe Transaction,6135208568923449408,Katy,TX,77493.0,9402,,No
1739,3,2001,5,20,13:13,61.96,Swipe Transaction,7807224733098850506,Memphis,TN,38104.0,7230,,No
1298,0,2014,5,5,11:42,151.76,Online Transaction,-8338381919281017248,ONLINE,,,4899,,No
471,1,2016,1,31,07:52,127.85,Chip Transaction,6832887235631594802,Uhrichsville,OH,44683.0,8021,,No
854,4,2005,7,20,11:20,85.34,Swipe Transaction,-8560870230098316249,Vancouver,Canada,,5651,,No
633,0,2016,5,30,07:11,14.16,Swipe Transaction,-5769252476802131174,Ludington,MI,49431.0,5912,,No
521,0,2019,8,30,09:22,59.00,Chip Transaction,1799189980464955940,Garden Grove,CA,92840.0,5499,,No
1965,1,2017,4,19,06:52,28.37,Chip Transaction,4722913068560264812,Upper Darby,PA,19082.0,5411,,No
6,1,2018,2,22,15:24,29.93,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
975,1,2010,8,21,08:35,65.47,Swipe Transaction,3599394038597755353,Seattle,WA,98121.0,5651,,No
1852,2,2006,8,22,20:27,32.96,Swipe Transaction,1799189980464955940,Mcalester,OK,74501.0,5499,,No
1064,3,2007,5,29,14:59,-71.00,Swipe Transaction,-4334232547381218591,Chicago Heights,IL,60411.0,5541,,No
1966,0,2010,10,18,12:20,-84.00,Swipe Transaction,-1288082279022882052,Bellbrook,OH,45305.0,5499,,No
1587,4,2008,2,15,10:38,7.38,Swipe Transaction,6042526206085641250,Monticello,IL,61856.0,5912,,No
1535,0,2008,1,12,19:09,14.57,Swipe Transaction,-1741751733484224559,Ekron,KY,40117.0,5813,,No
1424,0,2012,12,10,12:03,66.93,Swipe Transaction,-85070450838390220,Dayton,KY,41074.0,5541,,No
980,2,2000,9,27,15:00,17.02,Swipe Transaction,-6738340320657348028,Clio,MI,48420.0,7538,,No
1937,1,2005,11,16,14:50,103.12,Swipe Transaction,1913477460590765860,Chattanooga,TN,37407.0,5300,,No
815,0,2017,6,17,08:49,2.54,Chip Transaction,-8826348804033622422,Grand Junction,TN,38039.0,5411,,No
170,1,2020,1,9,12:18,19.39,Chip Transaction,4081535247279879452,Drumright,OK,74030.0,5541,,No
1919,3,2011,9,9,16:43,21.24,Online Transaction,-6458444334611773637,ONLINE,,,4784,,No
1260,1,2010,11,6,12:02,31.67,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
662,1,2011,2,20,05:27,84.93,Online Transaction,6654290286221782850,ONLINE,,,4899,,No
1589,1,2008,8,4,16:14,40.00,Swipe Transaction,-4282466774399734331,Truckee,CA,96160.0,4829,,No
1640,0,2018,9,8,16:19,56.00,Chip Transaction,-8405285785047681224,Great Falls,MT,59404.0,5651,,No
485,0,2011,7,15,17:15,49.88,Swipe Transaction,-1415440643567007970,League City,TX,77573.0,5812,,No
140,2,2019,4,5,13:12,0.80,Swipe Transaction,-6571010470072147219,San Francisco,CA,94112.0,5499,,No
1778,1,2006,7,3,16:04,1.33,Swipe Transaction,-6571010470072147219,Barnhart,MO,63012.0,5499,,No
1452,3,2012,8,16,14:55,-78.00,Swipe Transaction,2027553650310142703,Los Angeles,CA,90003.0,5541,,No
1885,0,2017,7,17,10:10,102.66,Chip Transaction,5891344740959255051,Pottsboro,TX,75076.0,5651,,No
1411,0,2018,2,1,09:05,28.59,Online Transaction,-6458444334611773637,ONLINE,,,4784,,No
438,2,2020,1,23,17:56,27.25,Chip Transaction,-6037381131383570044,Los Angeles,CA,90037.0,5812,,No
889,2,2008,4,2,10:29,136.61,Swipe Transaction,5817218446178736267,Grand Prairie,TX,75050.0,5912,,No
574,0,2006,11,20,18:50,52.46,Swipe Transaction,9013879193999476115,Somerville,MA,2143.0,5813,,No
1815,0,2017,2,1,18:18,13.40,Chip Transaction,-245178307025547046,Buchanan,VA,24066.0,5311,,No
1862,1,2016,8,16,12:40,8.35,Chip Transaction,97032797689821735,Dover,DE,19901.0,5411,,No
1336,0,2016,1,31,08:11,4.60,Swipe Transaction,-1288082279022882052,Shingle Springs,CA,95682.0,5499,,No
1882,2,2019,8,27,21:29,31.59,Chip Transaction,-874243332876195435,Chandler,AZ,85286.0,5812,,No
836,1,2016,11,28,06:09,0.91,Chip Transaction,-5475680618560174533,Columbus,OH,43231.0,5942,,No
1471,0,2014,11,21,16:13,8.92,Swipe Transaction,-4752064311331295725,Trade,TN,37691.0,4214,,No
1903,1,2001,12,7,09:39,1.75,Swipe Transaction,-6571010470072147219,Elk Grove,CA,95758.0,5499,,No
831,0,2008,3,16,10:08,32.51,Swipe Transaction,8710623523289147658,Lake Hopatcong,NJ,7849.0,5912,,No
1891,1,2014,7,6,18:22,39.03,Swipe Transaction,-3395538998277081094,Cleveland,OH,44125.0,5311,,No
1064,3,2019,6,8,13:07,88.72,Chip Transaction,1715299929786123066,Revere,MA,2151.0,3722,,No
887,0,2015,10,20,10:05,2.72,Swipe Transaction,-5475680618560174533,Highwood,IL,60040.0,5942,,No
83,2,2009,7,18,21:15,-65.00,Swipe Transaction,2027553650310142703,Ontario,CA,91764.0,5541,,No
528,0,2012,9,28,11:01,1.12,Swipe Transaction,-2472481739355111587,Charlotte,NC,28212.0,7538,,No
1814,1,2013,5,8,14:10,35.04,Swipe Transaction,1475382941079733583,Cleveland,OH,44118.0,5813,,No
1778,1,2008,2,10,11:35,44.19,Swipe Transaction,2027553650310142703,Arnold,MO,63010.0,5541,,No
1581,3,2008,8,2,08:01,12.03,Swipe Transaction,1799189980464955940,Cleveland,OH,44104.0,5499,,No
287,1,2016,10,6,10:03,40.78,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
61,3,2012,5,27,17:04,35.08,Swipe Transaction,-4169251800658106093,Black Diamond,WA,98010.0,5812,,No
1361,2,2002,10,17,15:30,4.15,Swipe Transaction,-6568802359251167977,Alvin,TX,77511.0,5310,,No
1592,0,2015,3,31,07:48,9.35,Chip Transaction,2027553650310142703,Simpsonville,SC,29680.0,5541,,No
1312,0,2017,11,22,08:21,93.58,Online Transaction,-3289339997738008669,ONLINE,,,4899,,No
107,0,2010,3,7,06:53,23.11,Online Transaction,8475032541207447973,ONLINE,,,4784,,No
969,0,2012,5,1,07:57,237.55,Swipe Transaction,-8042542858751028098,San Antonio,TX,78221.0,8011,,No
